#FIELD: aquarius_u67203   PHOTOMETRY VERSION: phot-2.03
#REFERENCE POSITION (for DRA, DDEC):   311.720833  -12.847500 (J2000)
#ADOPTED GALAXY CENTER (for DRACEN, DDECCEN):   311.716248  -12.847500 (J2000)
#FLAG  f606w  E(f606w)  CROWD1  f814w  E(f814w)  CROWD2  CHIP  X  Y  DRA  DDEC  DRACEN  DDECCEN  RA(J2000)  DEC  
   227  99.999   0.000   0.000  22.898   0.125  -0.007   1  522.98  709.75  -55.160  -72.307    -38.653    -72.307  20:46:49.32  -12:52:03.3
   355  24.373   0.175   0.000  99.999   0.000   0.000   1  559.54  499.93  -45.282  -72.054    -28.774    -72.054  20:46:49.98  -12:52:03.1
   227  99.999   0.000   0.000  22.931   0.133   0.000   1  773.07  326.55  -35.408  -79.924    -18.901    -79.924  20:46:50.64  -12:52:10.9
   355  24.286   0.197   0.011  99.999   0.000   0.000   1  292.67  595.04  -52.094  -61.027    -35.587    -61.027  20:46:49.53  -12:51:52.0
   355  24.268   0.157   0.001  99.999   0.000   0.000   1  673.40  631.05  -50.179  -78.269    -33.672    -78.269  20:46:49.65  -12:52:09.3
   355  24.151   0.163   0.000  99.999   0.000   0.000   1  455.10  561.82  -49.078  -67.964    -32.570    -67.964  20:46:49.73  -12:51:59.0
   355  23.674   0.145   0.105  99.999   0.000   0.000   1  653.76  597.06  -48.821  -77.101    -32.313    -77.101  20:46:49.75  -12:52:08.1
   355  24.014   0.163   0.017  99.999   0.000   0.000   1  601.84  528.77  -46.200  -74.192    -29.693    -74.192  20:46:49.92  -12:52:05.2
   227  99.999   0.000   0.000  22.257   0.193   0.000   1  758.10  279.53  -33.408  -78.835    -16.901    -78.835  20:46:50.77  -12:52:09.8
   227  99.999   0.000   0.000  23.021   0.182   0.008   1  221.79  595.22  -52.752  -57.875    -36.245    -57.875  20:46:49.48  -12:51:48.9
   225  99.999   0.000   0.000  22.774   0.139   0.084   1  778.89  606.10  -48.052  -82.686    -31.545    -82.686  20:46:49.80  -12:52:13.7
   355  23.669   0.181  -0.002  99.999   0.000   0.000   1  386.30  516.43  -47.647  -64.485    -31.140    -64.485  20:46:49.82  -12:51:55.5
   227  99.999   0.000   0.000  22.991   0.200   0.000   1  124.63  499.78  -49.298  -52.688    -32.790    -52.688  20:46:49.71  -12:51:43.7
   227  99.999   0.000   0.000  22.627   0.194   0.000   1  661.71  473.73  -43.133  -76.350    -26.626    -76.350  20:46:50.12  -12:52:07.3
   227  99.999   0.000   0.000  22.111   0.192   0.001   1  627.99  560.80  -47.414  -75.638    -30.907    -75.638  20:46:49.84  -12:52:06.6
    64  24.101   0.049   0.005  23.964   0.112   0.044   1  468.00  271.72  -35.712  -65.900    -19.204    -65.900  20:46:50.62  -12:51:56.9
   355  24.089   0.139   0.000  99.999   0.000   0.000   1  543.93  218.51  -32.589  -68.795    -16.081    -68.795  20:46:50.83  -12:51:59.8
   331  24.493   0.054   0.000  99.999   0.000   0.000   1  687.71  220.90  -31.386  -75.192    -14.878    -75.192  20:46:50.91  -12:52:06.2
   355  24.402   0.136   0.007  99.999   0.000   0.000   1  255.66  485.73  -47.456  -58.381    -30.949    -58.381  20:46:49.84  -12:51:49.4
   355  23.705   0.205   0.000  99.999   0.000   0.000   1  234.78  357.57  -41.798  -56.284    -25.291    -56.284  20:46:50.21  -12:51:47.3
   355  23.976   0.184   0.005  99.999   0.000   0.000   1  345.48  473.01  -46.045  -62.269    -29.537    -62.269  20:46:49.93  -12:51:53.3
   355  24.077   0.191   0.000  99.999   0.000   0.000   1  509.23  474.43  -44.586  -69.584    -28.079    -69.584  20:46:50.03  -12:52:00.6
   355  24.154   0.178   0.000  99.999   0.000   0.000   1  685.98  532.33  -45.575  -77.948    -29.068    -77.948  20:46:49.96  -12:52:08.9
   227  99.999   0.000   0.000  22.892   0.146   0.000   1  748.36  529.66  -44.870  -80.672    -28.363    -80.672  20:46:50.01  -12:52:11.7
   355  23.981   0.173   0.004  99.999   0.000   0.000   1   79.91  640.66  -56.091  -52.007    -39.584    -52.007  20:46:49.26  -12:51:43.0
   355  24.058   0.128   0.000  99.999   0.000   0.000   1  752.95  505.52  -43.731  -80.659    -27.224    -80.659  20:46:50.08  -12:52:11.7
   331  24.724   0.063   0.003  99.999   0.000   0.000   1  298.67  554.17  -50.179  -60.921    -33.672    -60.921  20:46:49.65  -12:51:51.9
   355  24.426   0.168   0.003  99.999   0.000   0.000   1  292.21  542.61  -49.712  -60.528    -33.204    -60.528  20:46:49.69  -12:51:51.5
   227  99.999   0.000   0.000  23.131   0.142   0.067   1  723.08  265.42  -33.086  -77.163    -16.579    -77.163  20:46:50.79  -12:52:08.2
   227  99.999   0.000   0.000  22.502   0.177   0.000   1  757.10  576.99  -46.937  -81.475    -30.430    -81.475  20:46:49.87  -12:52:12.5
   227  99.999   0.000   0.000  22.170   0.178   0.002   1  109.71  579.80  -53.067  -52.762    -36.560    -52.762  20:46:49.46  -12:51:43.8
   355  24.088   0.178   0.000  99.999   0.000   0.000   1  304.92  485.12  -46.973  -60.570    -30.466    -60.570  20:46:49.87  -12:51:51.6
   355  24.062   0.144   0.000  99.999   0.000   0.000   1  520.53  562.11  -48.480  -70.879    -31.973    -70.879  20:46:49.77  -12:52:01.9
   227  99.999   0.000   0.000  22.864   0.206   0.000   1  572.92  617.01  -50.487  -73.699    -33.980    -73.699  20:46:49.63  -12:52:04.7
   355  24.023   0.157   0.000  99.999   0.000   0.000   1  366.89  341.91  -39.855  -62.030    -23.348    -62.030  20:46:50.34  -12:51:53.0
   355  23.931   0.195   0.002  99.999   0.000   0.000   1  520.39  401.99  -41.175  -69.423    -24.668    -69.423  20:46:50.25  -12:52:00.4
   227  99.999   0.000   0.000  22.850   0.140   0.000   1  135.73  249.42  -37.788  -50.911    -21.281    -50.911  20:46:50.48  -12:51:41.9
   355  24.370   0.209   0.000  99.999   0.000   0.000   1  683.91  246.74  -32.592  -75.262    -16.085    -75.262  20:46:50.83  -12:52:06.3
   355  23.990   0.173   0.000  99.999   0.000   0.000   1  674.57  671.97  -52.021  -78.680    -35.514    -78.680  20:46:49.53  -12:52:09.7
   227  99.999   0.000   0.000  22.839   0.124  -0.001   1  619.20  469.53  -43.339  -74.429    -26.832    -74.429  20:46:50.11  -12:52:05.4
   227  99.999   0.000   0.000  22.357   0.195   0.000   1   73.39  630.35  -55.683  -51.625    -39.175    -51.625  20:46:49.29  -12:51:42.6
   227  99.999   0.000   0.000  23.238   0.170   0.001   1  279.04  378.89  -42.362  -58.449    -25.854    -58.449  20:46:50.18  -12:51:49.4
   355  24.049   0.185   0.027  99.999   0.000   0.000   1  792.41  754.99  -54.640  -84.558    -38.133    -84.558  20:46:49.36  -12:52:15.6
   353  24.315   0.162   0.000  99.999   0.000   0.000   1   62.61  133.49  -33.213  -46.659    -16.705    -46.659  20:46:50.79  -12:51:37.7
   355  24.164   0.197   0.037  99.999   0.000   0.000   1  328.42  677.07  -55.489  -63.364    -38.982    -63.364  20:46:49.30  -12:51:54.4
   355  24.012   0.178   0.000  99.999   0.000   0.000   1  389.70  352.98  -40.149  -63.149    -23.642    -63.149  20:46:50.32  -12:51:54.1
   323  24.147   0.108   0.000  99.999   0.000   0.000   1  395.80  480.12  -45.902  -64.578    -29.395    -64.578  20:46:49.94  -12:51:55.6
   353  23.286   0.217   0.000  99.999   0.000   0.000   1  585.54  313.88  -36.549  -71.518    -20.042    -71.518  20:46:50.56  -12:52:02.5
   355  24.164   0.150   0.000  99.999   0.000   0.000   1  356.75  634.76  -53.309  -64.242    -36.802    -64.242  20:46:49.45  -12:51:55.2
   355  24.161   0.194   0.000  99.999   0.000   0.000   1  413.90  639.81  -53.010  -66.833    -36.502    -66.833  20:46:49.47  -12:51:57.8
   355  24.227   0.190   0.006  99.999   0.000   0.000   1  327.27  726.98  -57.756  -63.765    -41.249    -63.765  20:46:49.15  -12:51:54.8
   355  24.088   0.193   0.000  99.999   0.000   0.000   1  497.72  500.03  -45.863  -69.304    -29.356    -69.304  20:46:49.94  -12:52:00.3
   355  24.382   0.143   0.000  99.999   0.000   0.000   1  752.90  653.35  -50.436  -81.960    -33.929    -81.960  20:46:49.64  -12:52:13.0
   355  24.026   0.175   0.000  99.999   0.000   0.000   1  114.63   99.55  -31.188  -48.652    -14.680    -48.652  20:46:50.92  -12:51:39.7
   227  99.999   0.000   0.000  22.416   0.186   0.000   1  664.34  650.43  -51.142  -78.039    -34.635    -78.039  20:46:49.59  -12:52:09.0
   355  24.175   0.118   0.000  99.999   0.000   0.000   1  559.74  649.82  -52.100  -73.406    -35.593    -73.406  20:46:49.53  -12:52:04.4
   355  23.908   0.180   0.000  99.999   0.000   0.000   1  446.77  752.39  -57.797  -69.303    -41.290    -69.303  20:46:49.15  -12:52:00.3
   355  23.962   0.199   0.049  99.999   0.000   0.000   1  551.97  344.77  -38.268  -70.308    -21.761    -70.308  20:46:50.45  -12:52:01.3
   227  99.999   0.000   0.000  22.707   0.194   0.000   1   69.70   66.24  -30.109  -46.386    -13.602    -46.386  20:46:50.99  -12:51:37.4
   355  23.969   0.198   0.009  99.999   0.000   0.000   1  608.04  528.41  -46.126  -74.464    -29.619    -74.464  20:46:49.92  -12:52:05.5
   227  99.999   0.000   0.000  23.077   0.194   0.000   1  606.55  763.89  -56.814  -76.481    -40.307    -76.481  20:46:49.21  -12:52:07.5
   355  24.233   0.184   0.012  99.999   0.000   0.000   1  145.21  297.28  -39.880  -51.760    -23.373    -51.760  20:46:50.34  -12:51:42.8
   355  23.837   0.150   0.000  99.999   0.000   0.000   1  495.88  344.99  -38.798  -67.812    -22.291    -67.812  20:46:50.41  -12:51:58.8
   331  25.099   0.078   0.001  99.999   0.000   0.000   1  537.36  734.97  -56.164  -73.168    -39.657    -73.168  20:46:49.26  -12:52:04.2
   355  24.297   0.115   0.000  99.999   0.000   0.000   1  307.17  532.59  -49.117  -61.103    -32.610    -61.103  20:46:49.73  -12:51:52.1
   355  24.438   0.142   0.001  99.999   0.000   0.000   1  355.09  176.93  -32.443  -60.006    -15.935    -60.006  20:46:50.84  -12:51:51.0
   355  24.496   0.202   0.000  99.999   0.000   0.000   1  254.35  654.56  -55.147  -59.865    -38.640    -59.865  20:46:49.32  -12:51:50.9
   355  23.904   0.166   0.003  99.999   0.000   0.000   1   97.19  644.73  -56.120  -52.808    -39.612    -52.808  20:46:49.26  -12:51:43.8
   355  24.210   0.135   0.000  99.999   0.000   0.000   1   93.92  634.44  -55.685  -52.568    -39.178    -52.568  20:46:49.29  -12:51:43.6
   353  24.131   0.164   0.000  99.999   0.000   0.000   1  216.65  754.14  -59.984  -59.101    -43.476    -59.101  20:46:49.00  -12:51:50.1
   227  99.999   0.000   0.000  22.643   0.178   0.005   1  363.99  376.89  -41.481  -62.219    -24.974    -62.219  20:46:50.23  -12:51:53.2
     0  24.310   0.058   0.006  23.696   0.097   0.001   1  404.33  489.40  -46.247  -65.043    -29.739    -65.043  20:46:49.92  -12:51:56.0
   355  24.385   0.141   0.019  99.999   0.000   0.000   1  155.93  306.86  -40.217  -52.322    -23.709    -52.322  20:46:50.32  -12:51:43.3
   355  24.295   0.132   0.002  99.999   0.000   0.000   1   86.62  123.22  -32.523  -47.625    -16.016    -47.625  20:46:50.83  -12:51:38.6
   355  23.615   0.202   0.000  99.999   0.000   0.000   1  699.07  162.44  -28.635  -75.153    -12.128    -75.153  20:46:51.09  -12:52:06.2
   355  24.420   0.129   0.000  99.999   0.000   0.000   1  449.67  226.66  -33.829  -64.672    -17.322    -64.672  20:46:50.74  -12:51:55.7
   331  24.920   0.069   0.000  99.999   0.000   0.000   1  371.51  569.33  -50.197  -64.306    -33.690    -64.306  20:46:49.65  -12:51:55.3
   227  99.999   0.000   0.000  23.043   0.131   0.012   1  489.90  574.97  -49.352  -69.632    -32.845    -69.632  20:46:49.71  -12:52:00.6
   355  24.197   0.172   0.000  99.999   0.000   0.000   1  572.34  256.63  -34.062  -70.407    -17.555    -70.407  20:46:50.73  -12:52:01.4
   225  99.999   0.000   0.000  22.879   0.157   0.000   1  779.20  107.42  -25.441  -78.164     -8.934    -78.164  20:46:51.30  -12:52:09.2
   227  99.999   0.000   0.000  23.115   0.198   0.000   1  154.49  497.80  -48.935  -53.994    -32.428    -53.994  20:46:49.74  -12:51:45.0
   227  99.999   0.000   0.000  22.824   0.124   0.000   1  546.90  458.98  -43.531  -71.121    -27.024    -71.121  20:46:50.10  -12:52:02.1
   355  24.407   0.177   0.029  99.999   0.000   0.000   1  722.23  619.36  -49.188  -80.316    -32.680    -80.316  20:46:49.72  -12:52:11.3
   227  99.999   0.000   0.000  22.839   0.124   0.012   1  410.88  501.74  -46.750  -65.448    -30.242    -65.448  20:46:49.88  -12:51:56.4
   331  24.276   0.051   0.000  99.999   0.000   0.000   1  402.30  577.34  -50.275  -65.751    -33.768    -65.751  20:46:49.65  -12:51:56.8
   355  24.488   0.187   0.001  99.999   0.000   0.000   1  778.61  784.92  -56.115  -84.209    -39.608    -84.209  20:46:49.26  -12:52:15.2
   355  24.376   0.139   0.000  99.999   0.000   0.000   1  743.90  242.85  -31.872  -77.872    -15.365    -77.872  20:46:50.88  -12:52:08.9
   227  99.999   0.000   0.000  22.075   0.169   0.002   1  220.95  559.68  -51.144  -57.512    -34.637    -57.512  20:46:49.59  -12:51:48.5
   355  24.325   0.134   0.024  99.999   0.000   0.000   1  473.94  131.53  -29.282  -64.885    -12.774    -64.885  20:46:51.05  -12:51:55.9
   355  24.123   0.195   0.003  99.999   0.000   0.000   1  524.29  338.74  -38.249  -69.020    -21.742    -69.020  20:46:50.45  -12:52:00.0
   227  99.999   0.000   0.000  22.807   0.119  -0.142   1  760.07  122.22  -26.276  -77.463     -9.769    -77.463  20:46:51.25  -12:52:08.5
   353  24.444   0.147   0.009  99.999   0.000   0.000   1  561.25  558.86  -47.951  -72.660    -31.444    -72.660  20:46:49.80  -12:52:03.7
   227  99.999   0.000   0.000  23.055   0.161   0.003   1  349.84  462.51  -45.525  -62.368    -29.018    -62.368  20:46:49.96  -12:51:53.4
   227  99.999   0.000   0.000  22.647   0.176  -0.001   1  146.64  281.85  -39.163  -51.685    -22.656    -51.685  20:46:50.39  -12:51:42.7
   355  24.109   0.154   0.000  99.999   0.000   0.000   1  716.38  695.32  -52.680  -80.722    -36.173    -80.722  20:46:49.49  -12:52:11.7
   355  24.331   0.147   0.000  99.999   0.000   0.000   1  698.91  259.72  -33.046  -76.044    -16.539    -76.044  20:46:50.80  -12:52:07.0
   227  99.999   0.000   0.000  22.568   0.142   0.000   1  174.10  227.50  -36.434  -52.414    -19.927    -52.414  20:46:50.57  -12:51:43.4
   355  24.422   0.148   0.000  99.999   0.000   0.000   1  514.98  626.79  -51.475  -71.213    -34.968    -71.213  20:46:49.57  -12:52:02.2
   227  99.999   0.000   0.000  22.997   0.188   0.000   1  530.28  775.60  -58.062  -73.211    -41.554    -73.211  20:46:49.13  -12:52:04.2
   355  24.545   0.197   0.000  99.999   0.000   0.000   1  493.52  590.72  -50.035  -69.935    -33.528    -69.935  20:46:49.66  -12:52:00.9
   227  99.999   0.000   0.000  22.951   0.213   0.007   1  427.04  533.89  -48.065  -66.460    -31.558    -66.460  20:46:49.80  -12:51:57.5
   171  99.999   0.000   0.000  22.891   0.048   0.000   1  491.00  599.60  -50.463  -69.903    -33.955    -69.903  20:46:49.64  -12:52:00.9
   227  99.999   0.000   0.000  23.123   0.211   0.004   1  228.86  716.27  -58.168  -59.296    -41.661    -59.296  20:46:49.12  -12:51:50.3
   355  24.334   0.194   0.000  99.999   0.000   0.000   1  480.47  262.92  -35.196  -66.376    -18.689    -66.376  20:46:50.65  -12:51:57.4
   227  99.999   0.000   0.000  23.068   0.144   0.000   1  192.96  521.57  -49.665  -55.919    -33.158    -55.919  20:46:49.69  -12:51:46.9
   355  23.947   0.172   0.000  99.999   0.000   0.000   1  577.54  321.69  -36.979  -71.234    -20.472    -71.234  20:46:50.53  -12:52:02.2
   355  24.404   0.198   0.003  99.999   0.000   0.000   1   89.22  430.97  -46.488  -50.493    -29.981    -50.493  20:46:49.90  -12:51:41.5
   355  24.131   0.181   0.001  99.999   0.000   0.000   1  348.73  601.06  -51.852  -63.579    -35.344    -63.579  20:46:49.54  -12:51:54.6
   355  24.306   0.191  -0.007  99.999   0.000   0.000   1  544.69  229.66  -33.089  -68.931    -16.582    -68.931  20:46:50.79  -12:51:59.9
   227  99.999   0.000   0.000  22.615   0.165   0.000   1  399.87  673.04  -54.647  -66.508    -38.140    -66.508  20:46:49.36  -12:51:57.5
   226  99.999   0.000   0.000  23.243   0.132   0.008   1  723.24  479.64  -42.830  -79.120    -26.323    -79.120  20:46:50.14  -12:52:10.1
   227  99.999   0.000   0.000  22.420   0.147   0.000   1  407.96  533.99  -48.247  -65.610    -31.740    -65.610  20:46:49.78  -12:51:56.6
   355  24.487   0.168  -0.001  99.999   0.000   0.000   1  165.71  669.42  -56.623  -56.067    -40.116    -56.067  20:46:49.23  -12:51:47.1
   355  24.058   0.158   0.092  99.999   0.000   0.000   1  284.67   65.51  -28.049  -55.874    -11.542    -55.874  20:46:51.13  -12:51:46.9
   355  24.348   0.150   0.020  99.999   0.000   0.000   1  262.87  284.87  -38.219  -56.875    -21.712    -56.875  20:46:50.45  -12:51:47.9
   355  24.326   0.166   0.004  99.999   0.000   0.000   1  705.98  368.30  -37.921  -77.351    -21.414    -77.351  20:46:50.47  -12:52:08.4
   355  24.087   0.151   0.000  99.999   0.000   0.000   1   59.78  278.93  -39.838  -47.821    -23.330    -47.821  20:46:50.34  -12:51:38.8
   353  24.665   0.198  -0.030  99.999   0.000   0.000   1   57.76  400.99  -45.412  -48.832    -28.905    -48.832  20:46:49.97  -12:51:39.8
   331  25.344   0.089   0.000  99.999   0.000   0.000   1  567.49  739.78  -56.098  -74.544    -39.591    -74.544  20:46:49.26  -12:52:05.5
   355  24.448   0.117   0.000  99.999   0.000   0.000   1  584.35  267.25  -34.436  -71.038    -17.928    -71.038  20:46:50.70  -12:52:02.0
   227  99.999   0.000   0.000  22.290   0.159   0.000   1  427.37  397.51  -41.835  -65.235    -25.328    -65.235  20:46:50.21  -12:51:56.2
   227  99.999   0.000   0.000  22.772   0.198   0.002   1  230.20  430.44  -45.168  -56.743    -28.661    -56.743  20:46:49.99  -12:51:47.7
   227  99.999   0.000   0.000  22.324   0.202   0.017   1  381.29  755.59  -58.548  -66.423    -42.041    -66.423  20:46:49.10  -12:51:57.4
   227  99.999   0.000   0.000  22.811   0.180   0.000   1  546.33  310.46  -36.755  -69.743    -20.248    -69.743  20:46:50.55  -12:52:00.7
   355  24.207   0.212   0.008  99.999   0.000   0.000   1  540.90  695.67  -54.355  -72.977    -37.847    -72.977  20:46:49.38  -12:52:04.0
   227  99.999   0.000   0.000  22.969   0.160   0.000   1  753.26  413.48  -39.541  -79.845    -23.034    -79.845  20:46:50.36  -12:52:10.8
   355  24.564   0.163   0.000  99.999   0.000   0.000   1  194.69  488.34  -48.136  -55.692    -31.629    -55.692  20:46:49.79  -12:51:46.7
   171  99.999   0.000   0.000  23.120   0.052   0.000   1  580.96  489.43  -44.602  -72.911    -28.095    -72.911  20:46:50.03  -12:52:03.9
   331  24.699   0.061   0.000  99.999   0.000   0.000   1  120.81  431.61  -46.228  -51.897    -29.721    -51.897  20:46:49.92  -12:51:42.9
   227  99.999   0.000   0.000  22.938   0.191   0.000   1  346.84  576.52  -50.751  -63.271    -34.244    -63.271  20:46:49.62  -12:51:54.3
   227  99.999   0.000   0.000  22.544   0.176   0.001   1  708.07  461.98  -42.168  -78.292    -25.661    -78.292  20:46:50.19  -12:52:09.3
   227  99.999   0.000   0.000  22.584   0.160   0.000   1  770.27  201.38  -29.758  -78.648    -13.251    -78.648  20:46:51.02  -12:52:09.6
   226  99.999   0.000   0.000  23.115   0.126   0.000   1  111.71  539.67  -51.228  -52.482    -34.721    -52.482  20:46:49.58  -12:51:43.5
   355  24.245   0.140   0.003  99.999   0.000   0.000   1  504.82  710.58  -55.368  -71.509    -38.861    -71.509  20:46:49.31  -12:52:02.5
   355  24.363   0.173  -0.001  99.999   0.000   0.000   1  180.33  458.01  -46.885  -54.777    -30.378    -54.777  20:46:49.87  -12:51:45.8
   227  99.999   0.000   0.000  23.012   0.167  -0.002   1   85.65  450.20  -47.396  -50.511    -30.889    -50.511  20:46:49.84  -12:51:41.5
   225  99.999   0.000   0.000  22.938   0.181   0.000   1   77.78  553.87  -52.179  -51.113    -35.672    -51.113  20:46:49.52  -12:51:42.1
   227  99.999   0.000   0.000  23.166   0.137  -0.060   1  244.74  464.89  -46.606  -57.704    -30.099    -57.704  20:46:49.89  -12:51:48.7
   355  24.158   0.153   0.000  99.999   0.000   0.000   1  618.90  219.17  -31.932  -72.130    -15.425    -72.130  20:46:50.87  -12:52:03.1
   355  24.384   0.186   0.000  99.999   0.000   0.000   1  782.38  348.58  -36.324  -80.534    -19.817    -80.534  20:46:50.58  -12:52:11.5
   355  23.922   0.213   0.000  99.999   0.000   0.000   1  247.95  708.37  -57.640  -60.072    -41.132    -60.072  20:46:49.16  -12:51:51.1
   355  24.053   0.161   0.003  99.999   0.000   0.000   1  567.98  462.31  -43.486  -72.089    -26.979    -72.089  20:46:50.10  -12:52:03.1
   355  24.324   0.141   0.013  99.999   0.000   0.000   1  549.26  585.63  -49.282  -72.368    -32.774    -72.368  20:46:49.71  -12:52:03.4
   355  24.305   0.110   0.014  99.999   0.000   0.000   1  504.02  412.33  -41.799  -68.788    -25.291    -68.788  20:46:50.21  -12:51:59.8
   355  24.483   0.142   0.000  99.999   0.000   0.000   1  645.02  596.33  -48.870  -76.708    -32.362    -76.708  20:46:49.74  -12:52:07.7
   227  99.999   0.000   0.000  23.016   0.142   0.000   1  564.06  432.51  -42.163  -71.644    -25.655    -71.644  20:46:50.19  -12:52:02.6
   320  24.530   0.106   0.000  99.999   0.000   0.000   1  285.97  671.89  -55.644  -61.429    -39.137    -61.429  20:46:49.29  -12:51:52.4
   355  24.417   0.166   0.001  99.999   0.000   0.000   1  668.17  338.68  -36.918  -75.409    -20.411    -75.409  20:46:50.54  -12:52:06.4
   355  24.269   0.155   0.000  99.999   0.000   0.000   1  276.89  788.60  -60.988  -62.086    -44.480    -62.086  20:46:48.93  -12:51:53.1
   355  24.118   0.185  -0.013  99.999   0.000   0.000   1  525.83  709.37  -55.116  -72.430    -38.609    -72.430  20:46:49.33  -12:52:03.4
   353  23.696   0.186   0.020  99.999   0.000   0.000   1  719.80  624.34  -49.436  -80.253    -32.929    -80.253  20:46:49.70  -12:52:11.3
   227  99.999   0.000   0.000  23.325   0.173   0.000   1  311.83  379.34  -42.078  -59.915    -25.571    -59.915  20:46:50.19  -12:51:50.9
   227  99.999   0.000   0.000  23.102   0.170   0.000   1  789.29  138.14  -26.735  -78.893    -10.227    -78.893  20:46:51.22  -12:52:09.9
